Project Name,Package Name,Type Name,Method Name,Test Smell,Cause of the Smell
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test6_22_5,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test6_22_6,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test6_22_7,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test6_22_8,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test6_22_9,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test6_22_10,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test6_22_11,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test6_22_12,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test6_22_13,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test6_22_14,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test6_22_15,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test6_22_16,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test6_22_17,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test6_22_18,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test6_22_19,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test6_22_20,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test6_22_21,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test6_22_22,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test6_22_23,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test6_22_24,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test6_22_25,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test6_22_26,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test6_22_27,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test6_22_28,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test6_22_29,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test6_22_30,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test6_22_31,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test6_22_32,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test6_22_33,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test6_22_34,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test6_23_1,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test6_23_2,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test6_23_3,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test6_23_4,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test6_23_5,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test6_23_6,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test6_23_7,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test7_1_1,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test7_1_2,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test7_1_3,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test7_1_4,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test7_1_5,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test7_1_6,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test7_3_1,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test7_3_2,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test7_3_3,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test7_3_4,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test7_3_5,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test7_3_6,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test7_5_1,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test7_7_1,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test7_7_2,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test7_7_3,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test7_7_4,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test7_7_5,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test7_7_6,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test7_7_7,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test7_7_8,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test7_7_9,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test7_7_10,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test7_7_11,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test7_7_12,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test7_7_13,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test7_9_1,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test7_9_2,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test7_9_3,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test7_9_4,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test7_9_5,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test7_9_7,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test7_9_8,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test7_9_9,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test7_9_10,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test7_9_11,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test7_13_1,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test7_13_2,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test9_1_1,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test9_1_2,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test9_1_3,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test9_1_4,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test9_1_5,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test9_1_6,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test9_2_1,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test9_2_2,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test9_2_3,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test9_2_4,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test9_2_5,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test9_2_6,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test9_3_1,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test9_3_2,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test9_3_3,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test9_3_4,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test9_3_5,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test9_3_6,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test9_3_7,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test9_3_8,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test9_3_9,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test9_4_1,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test9_4_2,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test9_4_3,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test9_4_4,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test9_4_5,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test9_4_6,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test9_4_7,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test9_4_8,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test9_4_9,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test9_5_1,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test9_5_2,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test9_5_3,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test9_5_4,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test9_5_5,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test9_5_6,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test9_6_1,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test9_6_2,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test9_6_3,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test9_6_4,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test9_6_5,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test9_6_6,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test9_7_1,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test9_7_2,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test9_7_3,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test9_7_4,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test9_7_5,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test9_7_6,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test9_8_1,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test9_8_2,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test9_8_3,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test9_8_4,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test9_8_5,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test9_8_6,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test10_1_1,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
.,org.java_websocket.issues,Issue580Test,runNoCloseBlockingTestScenario,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
.,org.java_websocket.issues,Issue580Test,runCloseBlockingTestScenario,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
.,org.java_websocket.issues,Issue598Test,runAboveLimitBytebuffer,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
.,org.java_websocket.issues,Issue609Test,testIssue,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
.,org.java_websocket.issues,Issue666Test,testServer,Conditional test logic,The tool detected the smell in this test method because the test wraps the assert statements within control flow statements.
.,org.java_websocket.issues,Issue666Test,testClient,Conditional test logic,The tool detected the smell in this test method because the test wraps the assert statements within control flow statements.
.,org.java_websocket.issues,Issue677Test,testIssue,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
.,org.java_websocket.issues,Issue713Test,testIllegalArgument,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
.,org.java_websocket.issues,Issue765Test,testIssue,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
.,org.java_websocket.issues,Issue941Test,testIssue,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
